City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,ketchikan,55.3422,-131.6461,266.41,73,100,1.54,US,1705164955
353,hendek,40.7994,30.7481,270.57,80,55,1.72,TR,1705165166
354,mogocha,53.7333,119.7667,246.19,99,90,1.73,RU,1705165166
355,parabel',58.6978,81.4825,264.21,91,99,5.36,RU,1705165166
356,rawai,7.7797,98.3253,298.21,72,61,6.28,TH,1705165166
357,tambopata,-12.7333,-69.1833,300.09,78,75,2.06,PE,1705165167
358,port moresby,-9.4431,147.1797,297.83,94,40,1.54,PG,1705165167
359,darwin,-12.4611,130.8418,300.9,88,40,5.66,AU,1705165166
360,novo aripuana,-5.1206,-60.3797,305.05,53,100,1.54,BR,1705165168
361,vanimo,-2.6741,141.3028,299.14,88,100,0.94,PG,1705165168
362,greymouth,-42.4667,171.2,289.75,93,90,3.3,NZ,1705165168
363,gadzhiyevo,69.2551,33.3362,266.85,81,100,8.68,RU,1705165168
364,lamu,-2.2717,40.902,301.27,85,99,6.17,KE,1705165169
365,jiazi,22.8779,116.067,288.31,86,12,5.28,CN,1705165169
366,camayenne,9.535,-13.6878,305.2,51,0,5.14,GN,1705164960
367,raduzhny,62.0961,77.475,253.57,99,98,2.19,RU,1705165169
368,great falls,47.5002,-111.3008,246.31,68,0,2.06,US,1705165169
369,copala,16.65,-98.9833,301.71,59,8,1.83,MX,1705165170
370,luanda,-8.8368,13.2343,303.15,80,75,6.17,AO,1705165170
371,elliot lake,46.3834,-82.6331,262.42,91,100,6.52,CA,1705165170
372,castelli,-25.9468,-60.6195,310.86,34,0,1.41,AR,1705165171
373,zahedan,29.4963,60.8629,286.1,33,0,3.09,IR,1705165171
374,muana,-1.5283,-49.2167,301.7,68,98,3.28,BR,1705165171
375,laayoune,27.1622,-13.2032,304.34,3,73,9.26,EH,1705165171
376,mahibadhoo,3.7833,72.9667,300.21,82,25,6.22,MV,1705165171
377,katsuura,35.1333,140.3,276.71,60,35,5.74,JP,1705165172
378,duba,27.3513,35.6901,293.11,52,45,0.82,SA,1705165172
379,den helder,52.9599,4.7593,280.14,87,100,8.05,NL,1705165172
380,lubao,14.9167,120.55,298.19,75,36,5.08,PH,1705165172
381,kavaratti,10.5669,72.642,301.43,68,92,3.71,IN,1705165173
382,nuku'alofa,-21.1333,-175.2,299.34,78,100,6.69,TO,1705165173
383,mwinilunga,-11.7358,24.4293,291.61,97,87,1.95,ZM,1705165173
384,yuzhno-kurilsk,44.0306,145.8556,270.03,68,100,9.6,RU,1705165173
385,inhambane,-23.865,35.3833,299.95,76,66,4.37,MZ,1705165173
386,constantia,44.1833,28.65,272.53,66,39,5.25,RO,1705165174
387,puga,21.5833,-104.8167,297.34,26,87,0.55,MX,1705165174
388,cockburn town,21.4612,-71.1419,300.13,65,40,4.63,TC,1705165174
389,island harbour,50.724,-1.2758,276.19,86,13,0.45,GB,1705165174
390,sibolga,1.7427,98.7792,298.08,90,99,1.45,ID,1705165174
391,rio negrinho,-26.2544,-49.5183,292.56,75,100,2.3,BR,1705165175
392,serowe,-22.3833,26.7167,298.54,64,97,2.36,BW,1705165175
393,klyuchi,52.2667,79.1667,266.84,82,99,5.74,RU,1705165175
394,zamora,-4.0692,-78.9567,304.75,69,32,1.34,EC,1705165046
395,tralee,52.2704,-9.7026,277.29,87,100,0.51,IE,1705165175
396,mossel bay,-34.1831,22.146,296.11,78,14,2.12,ZA,1705165176
397,hunstanton,52.95,0.5,279.32,90,41,4.07,GB,1705165176
398,antofagasta,-23.65,-70.4,294.75,68,34,4.89,CL,1705165176
399,nantucket,41.2835,-70.0995,287.21,100,100,11.32,US,1705165043
400,porto novo,6.4965,2.6036,305.05,62,100,4.68,BJ,1705165176
401,brookings,44.3114,-96.7984,248.81,73,100,12.86,US,1705164891
402,achacachi,-16.05,-68.6833,286.58,59,98,2.5,BO,1705165177
403,corinto,37.9407,22.9573,280.5,83,20,1.09,GR,1705165177
404,severo-yeniseyskiy,60.3725,93.0408,258.48,91,100,4.1,RU,1705165177
405,khark,29.2614,50.3306,293.16,73,89,0.0,IR,1705165177
406,hami,42.8,93.45,270.56,50,39,2.27,CN,1705165177
407,estevan,49.1334,-102.9842,240.34,68,100,9.77,CA,1705165110
408,jayapura,-2.5333,140.7,297.81,90,100,0.97,ID,1705165178
409,tchollire,8.4022,14.1698,302.14,11,91,1.54,CM,1705165178
410,palikir - national government center,6.9248,158.1611,300.56,83,100,3.6,FM,1705165178
411,sandnessjoen,66.0217,12.6316,273.44,75,76,10.91,NO,1705165178
412,kencong,-8.2833,113.3667,299.41,77,100,1.7,ID,1705165178
413,meadow lakes,61.6247,-149.6011,270.29,69,0,3.09,US,1705165179
414,panama city beach,30.1766,-85.8055,283.18,46,0,4.63,US,1705165017
415,calabozo,8.9242,-67.4293,308.17,31,4,2.95,VE,1705165180
416,coquimbo,-29.9533,-71.3436,292.0,72,40,5.14,CL,1705165180
417,agadez,19.75,10.25,293.08,11,92,4.42,NE,1705165180
418,qamdo,31.1667,97.2333,266.26,23,9,2.21,CN,1705165180
419,oakham,52.6667,-0.7333,278.94,87,100,2.06,GB,1705165180
420,coronel dorrego,-38.7187,-61.2873,305.0,33,30,8.18,AR,1705165181
421,el calafate,-50.3408,-72.2768,286.22,60,14,6.09,AR,1705165256
422,mermoz boabab,14.7065,-17.4758,309.46,65,0,4.12,SN,1705165256
423,gamay,12.3854,125.2979,299.89,74,82,5.46,PH,1705165256
424,bilajer,40.5681,50.0378,274.05,64,100,10.29,AZ,1705165256
425,caetite,-14.0694,-42.475,304.49,34,3,3.03,BR,1705165256
426,posadas,-27.3671,-55.8961,306.14,58,75,4.12,AR,1705165256
427,magdagachi,53.45,125.8,249.97,99,100,1.29,RU,1705165257
428,lombardia,19.15,-102.0333,300.0,36,99,2.23,MX,1705165257
429,atherton,53.5237,-2.4935,280.53,93,92,0.89,GB,1705165257
430,inarajan village,13.2736,144.7484,300.23,87,58,7.56,GU,1705165257
431,carentan,49.3031,-1.2481,274.97,80,5,1.84,FR,1705165257
432,port lincoln,-34.7333,135.8667,290.22,81,100,9.29,AU,1705165257
433,avon park,27.5959,-81.5062,293.65,70,100,5.6,US,1705165258
434,jablanica,43.6603,17.7617,276.22,74,0,0.61,BA,1705165258
435,manzini,-26.25,31.5,301.34,90,42,0.64,SZ,1705165258
436,sitka,57.0531,-135.33,268.6,73,100,1.41,US,1705165260
437,egilsstadir,65.2653,-14.3948,269.1,68,40,2.57,IS,1705165260
438,troitsko-pechorsk,62.7084,56.1964,250.2,99,100,2.24,RU,1705165261
439,chui,-33.6971,-53.4616,299.18,47,10,3.98,UY,1705165262
440,labrador city,52.9463,-66.9114,252.1,77,75,2.06,CA,1705165263
441,arkhangel'sk,64.5401,40.5433,263.22,85,100,5.0,RU,1705165264
442,kingscliff,-28.2667,153.5667,296.04,83,100,3.09,AU,1705165264
443,inyonga,-6.7167,32.0667,292.12,95,93,1.69,TZ,1705165266
444,kriva palanka,42.2019,22.3319,270.35,62,0,1.17,MK,1705164977
445,mata-utu,-13.2816,-176.1745,301.8,77,79,3.42,WF,1705165266
446,barra de santo antonio,-9.4047,-35.5072,302.75,65,19,4.73,BR,1705165267
447,alofi,-19.0595,-169.9187,299.39,77,100,11.3,NU,1705164978
448,ferkessedougou,9.6,-5.2,309.2,6,5,3.46,CI,1705165268
449,weligama,5.9667,80.4167,297.51,84,69,2.15,LK,1705165269
450,kemin,42.7846,75.6892,276.28,68,100,1.83,KG,1705165270
451,abepura,-2.6333,140.5833,297.6,94,40,1.03,ID,1705165271
452,taoyuan city,24.9937,121.297,293.13,69,0,6.69,TW,1705165271
453,shalya,57.2471,58.7298,241.38,100,100,1.8,RU,1705165272
454,bo phloi,14.3236,99.5161,296.88,79,28,1.3,TH,1705165272
455,ryotsu-minato,38.0833,138.4333,275.58,60,42,2.46,JP,1705165273
456,dwarka,22.2394,68.9678,294.75,59,0,4.81,IN,1705165274
457,buka,40.8108,69.1986,284.63,64,100,2.88,UZ,1705165275
458,de aar,-30.6497,24.0123,305.27,11,0,7.46,ZA,1705165275
459,dergachi,51.2328,48.7659,252.22,92,78,5.47,RU,1705165276
460,tabuk,17.4189,121.4443,292.79,85,96,1.28,PH,1705165277
461,ejura,7.3856,-1.3562,308.72,15,8,1.94,GH,1705165278
462,montepuez,-13.1256,38.9997,295.68,95,100,1.09,MZ,1705165279
463,coronel suarez,-37.4547,-61.9334,304.22,39,67,6.91,AR,1705165281
464,usogorsk,63.4106,48.6872,261.47,93,100,4.14,RU,1705165283
465,ivoti,-29.5911,-51.1606,305.36,41,16,2.73,BR,1705165284
466,gaillimh,53.2719,-9.0489,279.39,82,100,1.53,IE,1705165285
467,freetown,8.484,-13.2299,303.99,51,40,3.6,SL,1705165288
468,urzhar,47.093,81.6294,270.91,83,100,2.61,KZ,1705165289
469,sao raimundo nonato,-9.0153,-42.6994,308.58,27,41,3.2,BR,1705165293
470,mil'kovo,55.6078,37.7956,253.88,93,8,2.22,RU,1705165297
471,caribou,46.8606,-68.012,266.49,68,100,5.14,US,1705165299
472,samraong,12.4526,105.5873,297.83,54,94,2.65,KH,1705165303
473,strathmore,51.0501,-113.3852,243.9,62,10,4.12,CA,1705165305
474,hauterive,46.0901,3.4459,271.57,84,5,0.74,FR,1705165306
475,rabo de peixe,37.8,-25.5833,290.92,99,75,10.29,PT,1705165306
476,ginir,7.1333,40.7,290.62,42,21,0.82,ET,1705165306
477,salekhard,66.53,66.6019,245.21,99,100,1.58,RU,1705165308
478,imam qasim,32.298,44.6828,290.18,32,80,5.1,IQ,1705165308
479,tromso,69.6496,18.957,268.16,86,75,3.09,NO,1705165309
480,timbuktu,16.7735,-3.0074,302.86,5,46,4.2,ML,1705165319
481,lucea,18.451,-78.1736,303.07,65,6,3.07,JM,1705165320
482,bafang,5.1563,10.1788,297.77,42,78,1.6,CM,1705165320
483,solnechnyy,50.7214,136.6319,249.46,95,99,2.21,RU,1705165322
484,smithers,54.7804,-127.1743,249.33,77,75,2.06,CA,1705165324
485,kosong,38.3788,128.4676,274.42,51,24,3.68,KR,1705165326
486,al bayda',32.7627,21.7551,281.57,84,97,1.92,LY,1705165327
487,vicosa,-20.7539,-42.8819,300.07,74,92,3.81,BR,1705165328
488,shohimardon,39.9839,71.8028,272.58,57,100,1.63,UZ,1705165329
489,tobelo,1.7284,128.0095,299.34,81,95,1.43,ID,1705165330
490,springfield,37.2153,-93.2982,266.58,77,20,4.12,US,1705165277
491,shimokizukuri,40.8061,140.3861,274.0,68,100,5.52,JP,1705165331
492,nova vicosa,-17.8919,-39.3719,303.36,59,4,6.94,BR,1705165332
493,tangalle,6.024,80.7911,297.43,79,36,5.66,LK,1705165332
494,stephenville,32.2207,-98.2023,285.3,30,0,8.23,US,1705165333
495,pursat,12.3333,103.6667,296.44,67,43,1.51,KH,1705165333
496,fada,9.5667,8.3,302.18,10,26,1.43,NG,1705165334
497,touros,-5.1989,-35.4608,301.88,70,96,4.2,BR,1705165334
498,souk ahras,36.2864,7.9511,280.34,79,46,0.79,DZ,1705165335
499,aioun,16.6614,-9.6149,304.99,7,24,6.47,MR,1705165336
500,mount isa,-20.7333,139.5,300.02,74,87,0.0,AU,1705165259
501,vytegra,61.0064,36.4481,259.46,92,100,4.02,RU,1705165336
502,lengshuitan,26.4111,111.5956,288.78,91,7,1.02,CN,1705165337
503,duncan,34.5023,-97.9578,270.09,63,0,9.26,US,1705165317
504,salalah,17.0151,54.0924,297.1,85,50,2.67,OM,1705165338
505,soledade,-28.8183,-52.5103,302.01,50,10,2.63,BR,1705165339
506,calatayud,41.3535,-1.6432,286.31,62,85,1.76,ES,1705165340
507,vilyuysk,63.7553,121.6247,239.26,99,27,2.24,RU,1705165341
508,papao,-17.75,-149.55,298.97,81,98,8.4,PF,1705165342
509,pushkinskiye gory,57.0209,28.9103,260.26,83,100,4.26,RU,1705165343
510,minas de marcona,-15.2119,-75.1103,296.54,59,40,6.38,PE,1705165343
511,nyandoma,61.669,40.1991,258.28,93,100,4.34,RU,1705165345
512,tanout,14.9709,8.8879,297.47,6,60,6.11,NE,1705165346
513,kirakira,-10.4544,161.9205,299.82,86,85,1.23,SB,1705165347
514,chilca,-12.5211,-76.7372,297.31,78,31,3.65,PE,1705165348
515,chilaw,7.5758,79.7953,299.16,74,97,8.21,LK,1705165348
516,eenhana,-17.4667,16.3333,299.24,56,99,3.72,NA,1705165349
517,kittila,67.6647,24.8936,260.23,85,75,1.54,FI,1705165351
518,mikun',62.3547,50.0771,263.23,90,100,4.01,RU,1705165353
519,monroeville,40.4212,-79.7881,272.54,71,100,10.29,US,1705165354
520,berezovyy,51.6667,135.7,250.77,94,100,0.78,RU,1705165355
521,manaure,11.7751,-72.4445,304.35,53,47,6.68,CO,1705165356
522,homer,59.6425,-151.5483,272.1,86,100,2.73,US,1705165357
523,arawa,-6.2132,155.5367,298.68,91,100,0.97,PG,1705165359
524,talakan,50.3167,130.3667,254.89,98,100,1.66,RU,1705165368
525,vila velha,-20.3297,-40.2925,306.12,67,40,6.17,BR,1705165369
526,zakamensk,50.3741,103.2863,250.01,94,5,1.67,RU,1705165373
527,kalmunai,7.4167,81.8167,298.71,75,25,4.33,LK,1705165374
528,grand-bassam,5.2118,-3.7388,302.13,68,18,5.33,CI,1705165374
529,banska stiavnica,48.4486,18.91,269.33,87,20,1.92,SK,1705165374
530,ambovombe,-25.1667,46.0833,299.11,81,75,5.54,MG,1705165375
531,xinyu,27.8043,114.9334,287.25,67,34,0.69,CN,1705165375
532,alenquer,-1.9417,-54.7383,305.16,58,57,0.93,BR,1705165375
533,korostyshiv,50.3172,29.0563,264.53,98,98,1.42,UA,1705165375
534,svetogorsk,61.1121,28.8632,265.03,90,100,5.46,RU,1705165375
535,trairi,-3.2778,-39.2689,302.91,64,93,4.05,BR,1705165219
536,ugoofaaru,5.6667,73.0,301.03,77,68,7.55,MV,1705165376
537,muang phonsavan,19.45,103.2167,286.1,99,17,1.22,LA,1705165376
538,mont-laurier,46.5501,-75.4993,273.94,97,100,6.0,CA,1705165376
539,joao pinheiro,-17.7425,-46.1725,303.47,50,82,2.59,BR,1705165377
540,najran,17.4924,44.1277,293.51,20,3,1.8,SA,1705165377
541,pandan,14.0453,124.1694,298.12,86,73,7.06,PH,1705165378
542,maquoketa,42.0689,-90.6657,263.1,90,95,7.81,US,1705165379
543,poronaysk,49.2167,143.1167,248.6,95,9,1.57,RU,1705165380
544,diphu,25.8333,93.4333,286.58,82,0,0.39,IN,1705165380
545,acarau,-2.8856,-40.12,301.81,70,99,4.98,BR,1705165381
546,aitape,-3.1374,142.3475,299.32,88,100,0.76,PG,1705165382
547,cacapava do sul,-30.5122,-53.4914,300.72,44,0,3.43,BR,1705165244
548,saint-francois,46.4154,3.9054,270.84,88,100,2.57,FR,1705165383
549,monrovia,6.3005,-10.7969,304.02,70,13,5.13,LR,1705165348
550,calingasta,-31.3308,-69.4078,308.38,3,0,6.95,AR,1705165385
551,takanabe,32.1333,131.5,278.09,61,0,1.77,JP,1705165386
552,zhangye,38.9342,100.4517,271.42,39,0,1.67,CN,1705165386
553,ebon,4.582,168.6964,301.49,76,74,9.15,MH,1705165386
554,kristiansund,63.1115,7.732,277.51,87,100,3.09,NO,1705165387
555,guamal,9.1433,-74.2238,306.97,49,12,1.39,CO,1705165387
556,kalefeld,51.8,10.0333,276.77,92,100,4.47,DE,1705165388
557,heringen,50.888,10.0072,274.67,80,100,5.67,DE,1705165389
558,kavieng,-2.5744,150.7967,300.98,80,100,2.7,PG,1705165390
559,cadale,2.7603,46.3222,299.53,85,37,8.18,SO,1705165391
560,haugesund,59.4138,5.268,277.29,75,75,10.8,NO,1705165392
561,sisimiut,66.9395,-53.6735,270.68,63,100,4.48,GL,1705165392
562,concepcion,-36.827,-73.0498,292.04,59,20,5.66,CL,1705165380
563,lauro de freitas,-12.8944,-38.3272,304.16,58,20,7.2,BR,1705165394
564,figuig (centre),32.1089,-1.2286,289.01,18,17,2.71,MA,1705165394
565,fort-shevchenko,44.5086,50.263,267.85,58,99,7.11,KZ,1705165394
566,oranjemund,-28.55,16.4333,292.97,83,1,8.76,NA,1705165395
567,oppdal,62.5943,9.6912,272.39,96,100,4.03,NO,1705165396
568,kingston,17.997,-76.7936,304.4,64,20,6.69,JM,1705165238
569,akureyri,65.6835,-18.0878,270.11,74,75,3.09,IS,1705165397
570,east london,-33.0153,27.9116,295.67,94,100,3.09,ZA,1705165293
571,zouerate,22.7187,-12.4521,301.4,6,68,5.26,MR,1705165398
572,wyndham,37.6985,-77.6125,284.04,51,40,10.29,US,1705165399
573,cruzeiro do sul,-29.5128,-51.9853,303.44,62,31,1.8,BR,1705165399
574,fauske,67.2588,15.3918,271.36,87,100,3.06,NO,1705165400
575,zuunmod,47.7069,106.9528,241.72,85,3,1.14,MN,1705165400
576,francistown,-21.17,27.5079,300.14,58,100,4.91,BW,1705165400
577,haiku-pauwela,20.9219,-156.3051,292.06,87,40,3.09,US,1705165401
578,merowe,18.4833,31.8167,295.09,15,36,4.08,SD,1705165401
579,rio grande,-32.035,-52.0986,301.21,57,3,6.13,BR,1705165401
580,bodaybo,57.8506,114.1933,244.24,97,99,1.03,RU,1705165402
581,kudymkar,59.0173,54.656,238.94,100,56,1.6,RU,1705165402
582,atar,20.5169,-13.0499,305.14,7,82,5.18,MR,1705165380
583,opuwo,-18.0607,13.84,302.25,17,94,7.51,NA,1705165404
